Record_ID,HTS_Code,Product_Description,Company,Country_of_Origin,Country_Code,Material_Cost_USD,Tariff_Rate_Percent,Tariff_Amount_USD,MPF_USD,Other_Fees_USD,Landed_Cost_USD,Material_Composition,Primary_Material,Quantity,Unit_Price_USD,Total_Value_USD,Import_Date,Port_of_Entry,FTA_Applicable,Alternative_Country,Potential_Savings_Percent,Potential_Savings_USD,Risk_Level,Compliance_Status,Last_Updated
TR001474,7013.49.2000,Glassware for table or kitchen use,KPMG,Germany,DE,74.61,6.74,5.03,0.26,0.9,80.79,"62.8% Rubber, 37.2% Cotton",Rubber,3082,74.61,229934.98,2025-03-13,"Houston, TX",KORUS,Indonesia,0.0,0.0,Low,Compliant,2025-07-18 11:51:22
TR001475,3924.90.5600,"Other household articles and toilet articles, of plastics",Nestle SA,Mexico,MX,38.5,0.0,0.0,0.13,2.08,40.71,"79.4% Rubber, 20.6% Glass",Rubber,9653,38.5,371592.41,2025-01-02,"Los Angeles, CA",Yes,Malaysia,0.0,0.0,Low,Compliant,2025-07-18 11:51:22
TR001476,8536.69.4000,Plugs and sockets for coaxial cables,Home Depot,Japan,JP,129.66,0.65,0.85,0.45,0.82,131.77,"67.7% Nylon, 32.3% Silicone",Nylon,771,129.66,99968.82,2024-05-24,"Los Angeles, CA",No,Mexico,0.0,0.0,Low,Under Review,2025-07-18 11:51:22
TR001477,7326.90.8588,Other articles of iron or steel,Levi Strauss & Co.,Germany,DE,103.67,1.42,1.47,0.36,1.04,106.53,"76.6% Polyester, 23.4% Silicone",Polyester,1174,103.67,121704.2,2023-10-01,"New York, NY",KORUS,Canada,1.42,1727.28,Low,Non-Compliant,2025-07-18 11:51:22
TR001478,9503.00.0071,"Tricycles, scooters, pedal cars and similar wheeled toys",Bain & Company,Philippines,PH,83.37,9.46,7.88,0.29,1.37,92.9,"89.4% Glass, 10.6% Cotton",Glass,9293,83.37,774738.41,2024-04-28,"Miami, FL",No,Italy,5.36,41488.97,High,Compliant,2025-07-18 11:51:22
TR001479,8536.69.4000,Plugs and sockets for coaxial cables,Procter & Gamble,Canada,CA,100.03,0.0,0.0,0.35,0.79,101.17,"78.4% Nylon, 21.6% Cotton",Nylon,600,100.03,60020.86,2025-03-09,"Miami, FL",Yes,Indonesia,0.0,0.0,Medium,Compliant,2025-07-18 11:51:22
TR001480,7323.93.0060,"Table, kitchen or other household articles of stainless steel",Unilever,United Kingdom,GB,126.52,5.37,6.79,0.44,1.35,135.1,"94.4% Nylon, 5.6% Glass",Nylon,700,126.52,88564.72,2023-11-03,"Houston, TX",No,Japan,0.47,414.58,Low,Compliant,2025-07-18 11:51:22
TR001481,9505.10.4000,Christmas articles,Toyota Motor Corporation,France,FR,42.3,2.95,1.25,0.15,0.41,44.1,"85.6% Silicone, 14.4% Steel",Silicone,4583,42.3,193862.8,2025-03-05,"Norfolk, VA",No,South Korea,0.0,0.0,Medium,Compliant,2025-07-18 11:51:22
TR001482,9018.32.0000,Tubular metal needles,Macy's Inc.,United Kingdom,GB,143.37,5.99,8.59,0.5,1.95,154.41,"93.7% Nylon, 6.3% Silicone",Nylon,7500,143.37,1075260.75,2023-10-10,"Long Beach, CA",No,Brazil,0.0,0.0,High,Compliant,2025-07-18 11:51:22
TR001483,3926.20.4000,"Articles of apparel and clothing accessories, of plastics",Gap Inc.,Germany,DE,38.78,2.58,1.0,0.13,1.66,41.57,"64.7% Aluminum, 35.3% Glass",Aluminum,5341,38.78,207098.16,2024-10-28,"Charleston, SC",No,Malaysia,0.0,0.0,Low,Compliant,2025-07-18 11:51:22
TR001484,8543.70.9860,Other electrical machines and apparatus,Cisco Systems,Philippines,PH,130.76,9.54,12.48,0.45,2.5,146.2,"84.3% Aluminum, 15.7% Glass",Aluminum,3620,130.76,473367.03,2025-06-01,"New York, NY",No,Taiwan,0.0,0.0,High,Compliant,2025-07-18 11:51:22
TR001485,9018.32.0000,Tubular metal needles,Porsche AG,South Korea,KR,144.13,3.7,5.33,0.5,0.87,150.83,"99.9% Plastic, 0.1% Nylon",Plastic,2937,144.13,423300.57,2024-03-05,"Long Beach, CA",No,Taiwan,0.0,0.0,Medium,Non-Compliant,2025-07-18 11:51:22
TR001486,6211.32.0040,"Track suits, ski suits and swimwear of cotton",Adidas AG,Canada,CA,55.41,0.0,0.0,0.19,2.29,57.89,"74.7% Leather, 25.3% Steel",Leather,4339,55.41,240415.38,2025-03-09,"Houston, TX",Yes,Italy,0.0,0.0,Medium,Compliant,2025-07-18 11:51:22
TR001487,6403.91.6030,Footwear with outer soles of rubber,BMW Group,Philippines,PH,125.25,10.34,12.95,0.43,2.1,140.73,"87.9% Aluminum, 12.1% Leather",Aluminum,6568,125.25,822623.3,2024-01-15,"Seattle, WA",CPTPP,Bangladesh,0.0,0.0,Medium,Non-Compliant,2025-07-18 11:51:22
TR001488,9404.90.9505,"Pillows, cushions and similar articles",Apple Inc.,Brazil,BR,6.24,16.63,1.04,0.02,2.19,9.48,"80.5% Cotton, 19.5% Nylon",Cotton,964,6.24,6010.92,2023-10-31,"Miami, FL",No,Thailand,7.33,440.81,Medium,Compliant,2025-07-18 11:51:22
TR001489,8467.21.0030,"Drills with self-contained electric motor, cordless",Unilever,Taiwan,TW,2.41,15.58,0.38,0.01,2.19,4.98,"77.9% Plastic, 22.1% Aluminum",Plastic,4759,2.41,11461.72,2024-04-28,"Seattle, WA",No,Pakistan,1.48,169.99,Medium,Under Review,2025-07-18 11:51:22
TR001490,9018.32.0000,Tubular metal needles,Ferrari N.V.,France,FR,21.17,3.43,0.73,0.07,1.15,23.12,"79.9% Silicone, 20.1% Plastic",Silicone,9283,21.17,196499.87,2025-03-10,"Charleston, SC",KORUS,United Kingdom,0.63,1236.42,Medium,Compliant,2025-07-18 11:51:22
TR001491,3926.20.4000,"Articles of apparel and clothing accessories, of plastics",Coca-Cola Company,Mexico,MX,122.07,3.15,3.84,0.42,2.4,128.73,"95.4% Plastic, 4.6% Rubber",Plastic,2850,122.07,347887.88,2024-06-29,"Norfolk, VA",Yes,Canada,3.15,10943.28,Medium,Compliant,2025-07-18 11:51:22
TR001492,9017.80.0000,"Other drawing, marking-out or mathematical calculating instruments",Johnson & Johnson,Turkey,TR,59.9,5.11,3.06,0.21,0.91,64.07,"82.8% Nylon, 17.2% Plastic",Nylon,1731,59.9,103678.33,2025-06-16,"Miami, FL",No,India,0.0,0.0,Low,Compliant,2025-07-18 11:51:22
TR001493,9505.10.4000,Christmas articles,Unilever,France,FR,100.48,2.7,2.72,0.35,1.4,104.95,"93.3% Aluminum, 6.7% Silicone",Aluminum,5124,100.48,514852.41,2025-03-22,"New York, NY",CPTPP,Thailand,0.0,0.0,High,Compliant,2025-07-18 11:51:22
TR001494,9018.32.0000,Tubular metal needles,Bain & Company,Brazil,BR,41.8,17.27,7.22,0.14,2.0,51.16,"69.0% Rubber, 31.0% Plastic",Rubber,2919,41.8,122007.55,2024-01-02,"Houston, TX",KORUS,Taiwan,5.87,7164.7,High,Compliant,2025-07-18 11:51:22
TR001495,8708.29.5090,Other parts and accessories of motor vehicles,Mercedes-Benz Group,Malaysia,MY,84.44,8.92,7.53,0.29,0.55,92.81,"69.0% Aluminum, 31.0% Glass",Aluminum,3674,84.44,310236.06,2025-04-21,"Houston, TX",KORUS,France,5.42,16818.82,Medium,Compliant,2025-07-18 11:51:22
TR001496,8517.12.0020,Telephones for cellular networks,Audi AG,Mexico,MX,144.26,1.44,2.08,0.5,1.95,148.79,"79.5% Aluminum, 20.5% Leather",Aluminum,898,144.26,129545.03,2023-09-06,"Norfolk, VA",Yes,Malaysia,0.0,0.0,Low,Compliant,2025-07-18 11:51:22
TR001497,3923.30.0080,"Carboys, bottles, flasks and similar articles",PepsiCo Inc.,Malaysia,MY,118.15,5.97,7.05,0.41,0.24,125.85,"74.8% Nylon, 25.2% Aluminum",Nylon,6349,118.15,750152.65,2024-03-03,"Charleston, SC",No,Philippines,0.0,0.0,High,Compliant,2025-07-18 11:51:22
TR001498,8517.12.0020,Telephones for cellular networks,Sony Corporation,India,IN,84.27,11.21,9.45,0.29,1.85,95.86,"74.2% Leather, 25.8% Nylon",Leather,8678,84.27,731313.52,2024-03-12,"Norfolk, VA",No,France,7.71,56368.71,Low,Non-Compliant,2025-07-18 11:51:22
TR001499,8305.20.0000,Staples in strips,Nike Inc.,China,CN,126.97,13.28,16.87,0.44,1.13,145.41,"70.9% Glass, 29.1% Leather",Glass,7288,126.97,925370.52,2025-01-16,"Seattle, WA",KORUS,United Kingdom,10.48,97022.66,Medium,Non-Compliant,2025-07-18 11:51:22
TR001500,7323.93.0060,"Table, kitchen or other household articles of stainless steel",McKinsey & Company,Mexico,MX,18.33,3.99,0.73,0.06,0.64,19.77,"80.0% Polyester, 20.0% Rubber",Polyester,515,18.33,9440.52,2025-02-27,"New York, NY",Yes,Japan,0.0,0.0,Low,Non-Compliant,2025-07-18 11:51:22
TR001501,9403.60.8081,Wooden furniture for bedrooms,Mercedes-Benz Group,Japan,JP,29.76,3.8,1.13,0.1,2.08,33.08,"93.2% Nylon, 6.8% Plastic",Nylon,6716,29.76,199895.23,2025-01-24,"New York, NY",CPTPP,Indonesia,0.0,0.0,Medium,Under Review,2025-07-18 11:51:22
TR001502,6506.10.6000,Safety headgear,Gap Inc.,Thailand,TH,131.3,9.28,12.19,0.45,1.95,145.89,"76.7% Aluminum, 23.3% Polyester",Aluminum,3916,131.3,514159.59,2024-06-24,"Seattle, WA",CPTPP,France,5.78,29727.79,High,Under Review,2025-07-18 11:51:22
TR001503,8467.21.0030,"Drills with self-contained electric motor, cordless",McKesson Corporation,Turkey,TR,124.53,4.37,5.44,0.43,1.79,132.19,"97.8% Glass, 2.2% Steel",Glass,4635,124.53,577204.66,2024-09-16,"Miami, FL",No,China,0.0,0.0,Low,Compliant,2025-07-18 11:51:22
TR001504,7117.11.0000,Cuff links and studs of base metal,Bain & Company,Thailand,TH,99.46,10.92,10.86,0.34,1.22,111.89,"85.2% Steel, 14.8% Plastic",Steel,732,99.46,72808.01,2023-08-29,"Seattle, WA",KORUS,Italy,6.82,4964.92,High,Compliant,2025-07-18 11:51:22
TR001505,9017.80.0000,"Other drawing, marking-out or mathematical calculating instruments",Levi Strauss & Co.,Japan,JP,79.52,4.97,3.95,0.28,2.05,85.8,"89.4% Aluminum, 10.6% Rubber",Aluminum,3972,79.52,315866.7,2025-06-19,"Long Beach, CA",No,Philippines,0.0,0.0,Low,Compliant,2025-07-18 11:51:22
TR001506,8467.21.0030,"Drills with self-contained electric motor, cordless",Audi AG,France,FR,44.25,0.75,0.33,0.15,1.04,45.78,"73.7% Glass, 26.3% Cotton",Glass,8107,44.25,358770.27,2024-05-01,"Long Beach, CA",KORUS,Pakistan,0.0,0.0,Low,Compliant,2025-07-18 11:51:22
TR001507,9018.32.0000,Tubular metal needles,Nestle SA,Malaysia,MY,81.57,7.68,6.27,0.28,0.46,88.58,"89.9% Plastic, 10.1% Steel",Plastic,2339,81.57,190801.23,2023-12-25,"Long Beach, CA",CPTPP,Philippines,0.0,0.0,Low,Compliant,2025-07-18 11:51:22
TR001508,9017.80.0000,"Other drawing, marking-out or mathematical calculating instruments",Microsoft Corporation,Pakistan,PK,62.11,13.34,8.29,0.22,0.64,71.25,"97.3% Cotton, 2.7% Plastic",Cotton,8115,62.11,504009.97,2024-06-14,"New York, NY",CPTPP,China,0.0,0.0,Medium,Compliant,2025-07-18 11:51:22
TR001509,6116.10.1700,"Gloves, mittens and mitts, impregnated with plastics",Sony Corporation,Vietnam,VN,55.98,11.26,6.3,0.19,1.83,64.31,"87.0% Nylon, 13.0% Silicone",Nylon,6014,55.98,336665.89,2025-03-25,"Charleston, SC",No,Brazil,0.0,0.0,High,Compliant,2025-07-18 11:51:22
TR001510,9403.60.8081,Wooden furniture for bedrooms,Costco Wholesale,South Korea,KR,80.42,8.24,6.62,0.28,1.72,89.04,"76.7% Silicone, 23.3% Glass",Silicone,2037,80.42,163807.2,2025-06-07,"Long Beach, CA",No,India,0.0,0.0,Medium,Non-Compliant,2025-07-18 11:51:22
TR001511,4016.99.6000,Other articles of vulcanized rubber,Under Armour Inc.,Bangladesh,BD,66.93,14.28,9.56,0.23,2.37,79.09,"61.9% Leather, 38.1% Plastic",Leather,7859,66.93,526008.0,2024-10-03,"New York, NY",KORUS,Turkey,8.48,44604.2,Medium,Compliant,2025-07-18 11:51:22
TR001512,8543.70.9860,Other electrical machines and apparatus,McKesson Corporation,India,IN,134.27,15.14,20.32,0.47,0.38,155.44,"99.6% Nylon, 0.4% Cotton",Nylon,1259,134.27,169042.05,2024-06-30,"Miami, FL",CPTPP,Brazil,0.0,0.0,Low,Compliant,2025-07-18 11:51:22
TR001513,8305.20.0000,Staples in strips,General Motors,Philippines,PH,26.91,10.08,2.71,0.09,1.49,31.21,"96.2% Polyester, 3.8% Nylon",Polyester,9461,26.91,254633.41,2024-01-25,"Houston, TX",No,Mexico,7.98,20313.25,High,Under Review,2025-07-18 11:51:22
TR001514,6211.32.0040,"Track suits, ski suits and swimwear of cotton",Nike Inc.,China,CN,126.17,12.75,16.09,0.44,2.13,144.84,"90.9% Steel, 9.1% Leather",Steel,7305,126.17,921705.31,2023-10-04,"Long Beach, CA",No,Taiwan,1.35,12477.33,High,Compliant,2025-07-18 11:51:22
TR001515,8517.12.0020,Telephones for cellular networks,Nissan Motor Co.,United Kingdom,GB,44.73,3.64,1.63,0.15,2.23,48.74,"93.6% Rubber, 6.4% Plastic",Rubber,7929,44.73,354628.46,2023-11-17,"Norfolk, VA",No,Vietnam,0.0,0.0,High,Compliant,2025-07-18 11:51:22
TR001516,6506.10.6000,Safety headgear,Macy's Inc.,Philippines,PH,37.17,10.71,3.98,0.13,1.18,42.46,"72.8% Aluminum, 27.2% Nylon",Aluminum,756,37.17,28099.96,2024-09-27,"Miami, FL",No,South Korea,4.01,1127.26,High,Compliant,2025-07-18 11:51:22
TR001517,6506.10.6000,Safety headgear,Porsche AG,South Korea,KR,14.29,7.85,1.12,0.05,1.85,17.32,"73.9% Aluminum, 26.1% Polyester",Aluminum,3385,14.29,48385.92,2024-11-25,"Long Beach, CA",No,United Kingdom,5.05,2441.64,Low,Compliant,2025-07-18 11:51:22
TR001518,9404.90.9505,"Pillows, cushions and similar articles",Stanley Black & Decker,Pakistan,PK,97.77,12.08,11.81,0.34,2.24,112.15,"77.6% Steel, 22.4% Leather",Steel,5141,97.77,502613.34,2023-11-25,"Los Angeles, CA",No,China,0.0,0.0,Medium,Compliant,2025-07-18 11:51:22
TR001519,6506.10.6000,Safety headgear,Deloitte & Touche,Thailand,TH,6.62,9.68,0.64,0.02,1.37,8.65,"95.5% Leather, 4.5% Cotton",Leather,7464,6.62,49428.5,2025-07-09,"Miami, FL",KORUS,France,6.18,3053.87,Low,Compliant,2025-07-18 11:51:22
TR001520,3926.20.4000,"Articles of apparel and clothing accessories, of plastics",Target Corporation,China,CN,100.27,13.29,13.33,0.35,0.21,114.15,"73.1% Aluminum, 26.9% Plastic",Aluminum,2384,100.27,239041.29,2024-03-18,"Miami, FL",No,Thailand,3.99,9547.12,Medium,Under Review,2025-07-18 11:51:22
TR001521,4421.99.9780,Other articles of wood,KPMG,France,FR,134.15,3.82,5.13,0.46,2.44,142.18,"61.9% Nylon, 38.1% Rubber",Nylon,794,134.15,106514.24,2023-09-13,"Los Angeles, CA",No,Italy,0.0,0.0,Medium,Compliant,2025-07-18 11:51:22
TR001522,8517.12.0020,Telephones for cellular networks,Ernst & Young,Bangladesh,BD,39.77,11.39,4.53,0.14,0.5,44.93,"87.6% Silicone, 12.4% Aluminum",Silicone,3783,39.77,150459.93,2024-03-01,"New York, NY",CPTPP,United Kingdom,8.59,12917.52,High,Non-Compliant,2025-07-18 11:51:22
TR001523,6110.20.2025,"Sweaters, pullovers of cotton",Amazon.com Inc.,Thailand,TH,116.96,13.26,15.51,0.41,0.15,133.02,"95.6% Plastic, 4.4% Glass",Plastic,1968,116.96,230179.85,2023-10-05,"Long Beach, CA",No,Mexico,11.16,25688.55,High,Compliant,2025-07-18 11:51:22
TR001524,9507.30.2000,Fishing reels,IKEA,Turkey,TR,121.88,5.45,6.64,0.42,2.04,130.98,"67.6% Steel, 32.4% Polyester",Steel,6192,121.88,754683.52,2024-10-27,"Charleston, SC",No,South Korea,0.0,0.0,High,Compliant,2025-07-18 11:51:22
TR001525,7323.93.0060,"Table, kitchen or other household articles of stainless steel",Accenture PLC,Germany,DE,127.57,1.69,2.16,0.44,1.84,132.01,"93.7% Glass, 6.3% Silicone",Glass,6312,127.57,805194.41,2024-03-09,"Houston, TX",No,Bangladesh,0.0,0.0,Medium,Compliant,2025-07-18 11:51:22
TR001526,8302.30.3000,"Other mountings, fittings and similar articles",BMW Group,Thailand,TH,75.3,10.27,7.74,0.26,0.96,84.26,"71.1% Glass, 28.9% Cotton",Glass,8557,75.3,644372.69,2024-03-16,"Miami, FL",No,Malaysia,2.37,15289.33,Low,Compliant,2025-07-18 11:51:22
TR001527,6403.91.6030,Footwear with outer soles of rubber,Sony Corporation,Vietnam,VN,115.58,7.77,8.98,0.4,1.45,126.41,"95.3% Plastic, 4.7% Rubber",Plastic,309,115.58,35714.52,2023-07-31,"Seattle, WA",No,Canada,7.77,2776.35,Medium,Under Review,2025-07-18 11:51:22
TR001528,4016.99.6000,Other articles of vulcanized rubber,Microsoft Corporation,Taiwan,TW,77.89,13.11,10.21,0.27,1.49,89.85,"90.0% Glass, 10.0% Leather",Glass,1384,77.89,107793.75,2024-02-06,"Charleston, SC",CPTPP,Philippines,4.91,5291.38,High,Under Review,2025-07-18 11:51:22
TR001529,7326.90.8588,Other articles of iron or steel,PepsiCo Inc.,Indonesia,ID,92.43,10.7,9.89,0.32,1.26,103.89,"63.7% Silicone, 36.3% Aluminum",Silicone,458,92.43,42332.02,2024-02-25,"Long Beach, CA",No,Pakistan,0.0,0.0,Medium,Non-Compliant,2025-07-18 11:51:22
TR001530,3923.30.0080,"Carboys, bottles, flasks and similar articles",Procter & Gamble,India,IN,41.21,14.24,5.87,0.14,0.51,47.73,"84.8% Aluminum, 15.2% Glass",Aluminum,1931,41.21,79570.15,2025-04-10,"New York, NY",No,Germany,11.04,8788.44,High,Compliant,2025-07-18 11:51:22
TR001531,9615.11.1000,"Combs, hair-slides and the like of hard rubber",Intel Corporation,Thailand,TH,89.15,8.62,7.68,0.31,2.35,99.49,"87.1% Polyester, 12.9% Steel",Polyester,4822,89.15,429887.18,2025-03-20,"New York, NY",No,Japan,3.72,15980.54,High,Compliant,2025-07-18 11:51:22
TR001532,8517.12.0020,Telephones for cellular networks,HP Inc.,Pakistan,PK,126.8,15.17,19.23,0.44,2.25,148.72,"70.6% Steel, 29.4% Silicone",Steel,1200,126.8,152155.64,2025-04-10,"New York, NY",KORUS,South Korea,8.47,12886.19,Medium,Non-Compliant,2025-07-18 11:51:22
TR001533,6110.20.2025,"Sweaters, pullovers of cotton",Levi Strauss & Co.,Thailand,TH,7.85,6.63,0.52,0.03,0.17,8.57,"82.2% Plastic, 17.8% Cotton",Plastic,5095,7.85,39993.43,2023-08-29,"Seattle, WA",KORUS,South Korea,0.0,0.0,High,Non-Compliant,2025-07-18 11:51:22
TR001534,7013.37.2000,Drinking glasses of lead crystal,Deloitte & Touche,Vietnam,VN,72.19,11.17,8.07,0.25,0.14,80.64,"63.7% Silicone, 36.3% Aluminum",Silicone,9392,72.19,677990.88,2024-02-07,"Charleston, SC",KORUS,Taiwan,0.0,0.0,Medium,Compliant,2025-07-18 11:51:22
TR001535,3926.20.4000,"Articles of apparel and clothing accessories, of plastics",Mercedes-Benz Group,South Korea,KR,67.37,4.11,2.77,0.23,0.27,70.64,"98.2% Glass, 1.8% Plastic",Glass,1150,67.37,77472.41,2025-02-23,"Long Beach, CA",KORUS,Germany,0.91,702.16,Low,Compliant,2025-07-18 11:51:22
TR001536,6109.10.0040,"T-shirts, singlets and other vests, of cotton",Accenture PLC,Turkey,TR,104.44,4.49,4.68,0.36,0.44,109.93,"85.6% Steel, 14.4% Nylon",Steel,4118,104.44,430088.58,2023-09-14,"Miami, FL",CPTPP,Italy,0.39,1658.32,Medium,Compliant,2025-07-18 11:51:22
TR001537,3924.90.5600,"Other household articles and toilet articles, of plastics",Procter & Gamble,Philippines,PH,1.3,9.69,0.13,0.0,1.9,3.33,"96.1% Cotton, 3.9% Rubber",Cotton,1673,1.3,2174.35,2023-08-17,"Houston, TX",No,Mexico,7.59,165.05,Low,Under Review,2025-07-18 11:51:22
TR001538,8517.12.0020,Telephones for cellular networks,Mercedes-Benz Group,Thailand,TH,14.87,9.49,1.41,0.05,1.12,17.45,"97.3% Nylon, 2.7% Rubber",Nylon,6350,14.87,94429.67,2024-02-25,"Charleston, SC",CPTPP,Taiwan,0.0,0.0,High,Under Review,2025-07-18 11:51:22
TR001539,9404.90.9505,"Pillows, cushions and similar articles",General Electric,Japan,JP,143.96,3.9,5.61,0.5,1.02,151.09,"73.7% Plastic, 26.3% Steel",Plastic,5976,143.96,860300.98,2024-04-22,"New York, NY",No,Indonesia,0.0,0.0,Low,Under Review,2025-07-18 11:51:22
TR001540,7326.90.8588,Other articles of iron or steel,Microsoft Corporation,Japan,JP,137.24,5.86,8.04,0.48,0.6,146.35,"86.6% Rubber, 13.4% Steel",Rubber,6001,137.24,823548.19,2024-08-19,"Long Beach, CA",No,Bangladesh,0.0,0.0,Low,Compliant,2025-07-18 11:51:22
TR001541,7013.37.2000,Drinking glasses of lead crystal,Audi AG,Philippines,PH,20.45,9.16,1.87,0.07,2.03,24.43,"99.6% Silicone, 0.4% Polyester",Silicone,2060,20.45,42134.41,2024-02-27,"Norfolk, VA",No,Italy,5.06,2132.88,Medium,Compliant,2025-07-18 11:51:22
TR001542,9615.11.1000,"Combs, hair-slides and the like of hard rubber",Walmart Inc.,Canada,CA,66.99,0.0,0.0,0.23,0.21,67.43,"60.5% Nylon, 39.5% Rubber",Nylon,9101,66.99,609685.15,2025-03-12,"Seattle, WA",Yes,Indonesia,0.0,0.0,Low,Under Review,2025-07-18 11:51:22
TR001543,3304.30.0000,Manicure or pedicure preparations,Bain & Company,India,IN,99.52,10.94,10.88,0.34,0.48,111.23,"87.5% Nylon, 12.5% Leather",Nylon,9570,99.52,952450.36,2025-01-03,"Long Beach, CA",CPTPP,Bangladesh,0.0,0.0,Low,Non-Compliant,2025-07-18 11:51:22
TR001544,3926.20.4000,"Articles of apparel and clothing accessories, of plastics",IKEA,Mexico,MX,112.38,0.0,0.0,0.39,0.73,113.5,"95.3% Glass, 4.7% Aluminum",Glass,5289,112.38,594388.93,2025-01-01,"Norfolk, VA",Yes,Germany,0.0,0.0,Medium,Compliant,2025-07-18 11:51:22
TR001545,6217.10.1000,Accessories of apparel,Procter & Gamble,India,IN,84.14,11.89,10.01,0.29,0.13,94.58,"63.2% Steel, 36.8% Aluminum",Steel,1392,84.14,117125.04,2024-06-04,"Seattle, WA",CPTPP,Philippines,3.69,4326.17,Medium,Compliant,2025-07-18 11:51:22
TR001546,4015.19.0510,"Disposable gloves of vulcanized rubber, nitrile",Bain & Company,India,IN,99.08,15.86,15.72,0.34,1.6,116.74,"71.3% Nylon, 28.7% Plastic",Nylon,8594,99.08,851525.97,2024-01-09,"Norfolk, VA",No,Canada,15.86,135057.72,Medium,Compliant,2025-07-18 11:51:22
TR001547,3926.20.4000,"Articles of apparel and clothing accessories, of plastics",KPMG,Italy,IT,51.14,2.54,1.3,0.18,1.23,53.85,"94.3% Silicone, 5.7% Leather",Silicone,9088,51.14,464788.59,2025-06-30,"Miami, FL",No,India,0.0,0.0,High,Compliant,2025-07-18 11:51:22
TR001548,6505.00.6045,"Hats and other headgear, knitted or crocheted",Samsung Electronics,India,IN,4.35,10.46,0.45,0.02,0.92,5.74,"92.1% Polyester, 7.9% Steel",Polyester,6918,4.35,30082.86,2023-08-31,"Miami, FL",CPTPP,Vietnam,1.96,588.72,Medium,Under Review,2025-07-18 11:51:22
TR001549,3923.30.0080,"Carboys, bottles, flasks and similar articles",Sony Corporation,Japan,JP,65.88,2.42,1.59,0.23,2.34,70.04,"85.3% Silicone, 14.7% Cotton",Silicone,327,65.88,21543.89,2023-09-28,"Miami, FL",No,Taiwan,0.0,0.0,High,Compliant,2025-07-18 11:51:22
TR001550,8467.21.0030,"Drills with self-contained electric motor, cordless",Dell Technologies,Bangladesh,BD,51.62,13.47,6.95,0.18,2.32,61.07,"61.0% Polyester, 39.0% Aluminum",Polyester,868,51.62,44805.47,2025-01-19,"Los Angeles, CA",CPTPP,Indonesia,2.87,1284.51,Medium,Compliant,2025-07-18 11:51:22
TR001551,4016.99.6000,Other articles of vulcanized rubber,Porsche AG,Malaysia,MY,59.1,9.27,5.48,0.2,0.73,65.51,"98.2% Steel, 1.8% Silicone",Steel,3405,59.1,201232.7,2025-01-27,"Los Angeles, CA",No,Italy,5.17,10396.99,High,Compliant,2025-07-18 11:51:22
TR001552,9017.80.0000,"Other drawing, marking-out or mathematical calculating instruments",Audi AG,South Korea,KR,0.61,9.28,0.06,0.0,2.35,3.01,"66.6% Plastic, 33.4% Glass",Plastic,7226,0.61,4387.41,2023-11-11,"Seattle, WA",CPTPP,Turkey,3.48,152.73,Low,Under Review,2025-07-18 11:51:22
TR001553,9403.60.8081,Wooden furniture for bedrooms,BMW Group,Bangladesh,BD,39.89,15.23,6.08,0.14,0.19,46.29,"64.9% Aluminum, 35.1% Glass",Aluminum,2893,39.89,115399.69,2024-07-15,"Charleston, SC",No,Philippines,7.03,8112.96,Low,Compliant,2025-07-18 11:51:22
TR001554,6217.10.1000,Accessories of apparel,Toyota Motor Corporation,Turkey,TR,16.5,4.37,0.72,0.06,1.83,19.1,"94.2% Aluminum, 5.8% Silicone",Aluminum,8335,16.5,137487.44,2025-02-25,"Long Beach, CA",CPTPP,Taiwan,0.0,0.0,Medium,Under Review,2025-07-18 11:51:22
TR001555,4016.99.6000,Other articles of vulcanized rubber,Mercedes-Benz Group,Bangladesh,BD,126.74,12.81,16.24,0.44,0.67,144.09,"76.6% Nylon, 23.4% Aluminum",Nylon,8150,126.74,1032915.93,2025-05-28,"Long Beach, CA",No,Pakistan,0.0,0.0,Low,Compliant,2025-07-18 11:51:22
TR001556,6110.20.2025,"Sweaters, pullovers of cotton",Nissan Motor Co.,Japan,JP,34.87,4.58,1.6,0.12,1.34,37.93,"70.1% Steel, 29.9% Glass",Steel,3524,34.87,122891.73,2024-09-27,"Houston, TX",KORUS,France,1.08,1330.82,Low,Under Review,2025-07-18 11:51:22
TR001557,4819.40.0040,"Other sacks and bags, including cones, of paper",Target Corporation,Mexico,MX,98.17,0.26,0.26,0.34,0.27,99.03,"85.2% Plastic, 14.8% Polyester",Plastic,6773,98.17,664883.64,2025-02-11,"Miami, FL",Yes,Philippines,0.0,0.0,Low,Compliant,2025-07-18 11:51:22
